"","VTD","D","G","L","R","W","winner","winningvotes","totalvotes","winningpercent","dpercent","gpercent","lpercent","rpercent","wpercent"
"2260","4011",2979,75,171,1552,48,"D",2979,4777,0.62,0.62,0.02,0.04,0.32,0.01
"2261","4012",804,17,65,909,18,"R",909,1795,0.51,0.45,0.01,0.04,0.51,0.01
"2262","4013",559,15,27,260,11,"D",559,861,0.65,0.65,0.02,0.03,0.3,0.01
"2263","4014",1520,38,110,905,14,"D",1520,2573,0.59,0.59,0.01,0.04,0.35,0.01
"2264","4015",1730,35,71,445,15,"D",1730,2281,0.76,0.76,0.02,0.03,0.2,0.01
"2265","4016",2133,32,109,880,28,"D",2133,3154,0.68,0.68,0.01,0.03,0.28,0.01
"2266","4017",3199,67,253,3380,59,"R",3380,6899,0.49,0.46,0.01,0.04,0.49,0.01
"2267","4018",2025,34,184,3425,67,"R",3425,5668,0.6,0.36,0.01,0.03,0.6,0.01
"2268","4019",2512,51,124,1533,28,"D",2512,4220,0.6,0.6,0.01,0.03,0.36,0.01
"2269","4020",2577,58,223,3555,75,"R",3555,6413,0.55,0.4,0.01,0.03,0.55,0.01
"2270","4021",2667,44,171,2154,18,"D",2667,5036,0.53,0.53,0.01,0.03,0.43,0
"2271","4022",1709,28,129,1638,14,"D",1709,3504,0.49,0.49,0.01,0.04,0.47,0
"2272","4023",1196,27,131,1892,29,"R",1892,3246,0.58,0.37,0.01,0.04,0.58,0.01
"2273","4024",2361,32,143,1942,53,"D",2361,4478,0.53,0.53,0.01,0.03,0.43,0.01
"2274","4025",1388,19,81,1418,37,"R",1418,2906,0.49,0.48,0.01,0.03,0.49,0.01
"2275","4026",2577,46,148,2127,47,"D",2577,4898,0.53,0.53,0.01,0.03,0.43,0.01
"2276","4027",1633,28,121,1824,32,"R",1824,3606,0.51,0.45,0.01,0.03,0.51,0.01
"2277","4028",2757,38,172,3116,37,"R",3116,6083,0.51,0.45,0.01,0.03,0.51,0.01
"2278","4029",1218,24,87,1261,31,"R",1261,2590,0.49,0.47,0.01,0.03,0.49,0.01
"2279","402A",82,1,19,436,0,"R",436,538,0.81,0.15,0,0.04,0.81,0
"2280","4030",1052,17,71,1332,16,"R",1332,2472,0.54,0.43,0.01,0.03,0.54,0.01
"2281","4031",2032,19,105,1710,23,"D",2032,3866,0.53,0.53,0,0.03,0.44,0.01
"2282","4032",3022,40,230,3516,43,"R",3516,6808,0.52,0.44,0.01,0.03,0.52,0.01
"2283","4033",2409,35,214,2686,55,"R",2686,5344,0.5,0.45,0.01,0.04,0.5,0.01
"2284","4034",1732,41,161,3135,64,"R",3135,5069,0.62,0.34,0.01,0.03,0.62,0.01
"2285","4035",1522,29,98,1866,29,"R",1866,3515,0.53,0.43,0.01,0.03,0.53,0.01
"2286","4036",1985,33,122,2715,32,"R",2715,4855,0.56,0.41,0.01,0.03,0.56,0.01
"2287","4037",1395,36,83,487,22,"D",1395,2001,0.7,0.7,0.02,0.04,0.24,0.01
"2288","4038",2051,29,110,885,41,"D",2051,3075,0.67,0.67,0.01,0.04,0.29,0.01
"2289","4039",2027,58,90,402,22,"D",2027,2577,0.79,0.79,0.02,0.03,0.16,0.01
"2290","4040",1150,16,39,438,19,"D",1150,1643,0.7,0.7,0.01,0.02,0.27,0.01
"2291","4041",1630,15,70,653,26,"D",1630,2368,0.69,0.69,0.01,0.03,0.28,0.01
"2292","4042",463,7,39,852,14,"R",852,1361,0.63,0.34,0.01,0.03,0.63,0.01
"2293","4043",1071,12,70,1414,15,"R",1414,2567,0.55,0.42,0,0.03,0.55,0.01
"2294","4044",2737,44,194,3628,41,"R",3628,6603,0.55,0.41,0.01,0.03,0.55,0.01
"2295","4045",1715,45,147,2315,24,"R",2315,4222,0.55,0.41,0.01,0.03,0.55,0.01
"2296","4046",2613,59,233,3696,57,"R",3696,6601,0.56,0.4,0.01,0.04,0.56,0.01
"2297","4047",1700,45,95,2137,19,"R",2137,3977,0.54,0.43,0.01,0.02,0.54,0
"2298","4048",894,6,26,271,15,"D",894,1197,0.75,0.75,0.01,0.02,0.23,0.01
"2299","4049",2115,26,94,1015,17,"D",2115,3250,0.65,0.65,0.01,0.03,0.31,0.01
"2300","4050",3075,34,154,2463,34,"D",3075,5726,0.54,0.54,0.01,0.03,0.43,0.01
"2301","4051",490,13,45,694,15,"R",694,1242,0.56,0.39,0.01,0.04,0.56,0.01
"2302","4052",2449,33,100,1232,11,"D",2449,3814,0.64,0.64,0.01,0.03,0.32,0
"2303","4053",900,25,60,966,15,"R",966,1951,0.5,0.46,0.01,0.03,0.5,0.01
"2304","4054",1200,21,61,953,29,"D",1200,2235,0.54,0.54,0.01,0.03,0.43,0.01
"2305","4055",1418,21,53,713,8,"D",1418,2205,0.64,0.64,0.01,0.02,0.32,0
"2306","4056",1847,21,93,993,20,"D",1847,2954,0.63,0.63,0.01,0.03,0.34,0.01
"2307","4057",1185,23,64,1030,23,"D",1185,2302,0.51,0.51,0.01,0.03,0.45,0.01
"2308","4058",697,11,57,778,9,"R",778,1543,0.5,0.45,0.01,0.04,0.5,0.01
"2309","4059",713,13,56,635,15,"D",713,1417,0.5,0.5,0.01,0.04,0.45,0.01
"2310","4060",2272,53,102,808,37,"D",2272,3235,0.7,0.7,0.02,0.03,0.25,0.01
"2311","4061",1566,23,41,499,13,"D",1566,2129,0.74,0.74,0.01,0.02,0.23,0.01
"2312","4062",2259,27,87,1260,13,"D",2259,3633,0.62,0.62,0.01,0.02,0.35,0
"2313","4063",1432,26,49,390,7,"D",1432,1897,0.75,0.75,0.01,0.03,0.21,0
"2314","4064",959,22,64,951,10,"D",959,1996,0.48,0.48,0.01,0.03,0.48,0.01
"2315","4065",3605,70,230,3560,58,"D",3605,7465,0.48,0.48,0.01,0.03,0.48,0.01
"2316","4066",1421,19,57,660,14,"D",1421,2157,0.66,0.66,0.01,0.03,0.31,0.01
"2317","4067",1626,28,55,636,16,"D",1626,2345,0.69,0.69,0.01,0.02,0.27,0.01
"2318","4068",1208,20,46,325,3,"D",1208,1599,0.76,0.76,0.01,0.03,0.2,0
"2319","4069",2249,46,156,2433,38,"R",2433,4884,0.5,0.46,0.01,0.03,0.5,0.01
"2320","4070",2488,37,125,1412,27,"D",2488,4062,0.61,0.61,0.01,0.03,0.35,0.01
"2321","4071",470,8,33,971,8,"R",971,1482,0.66,0.32,0.01,0.02,0.66,0.01
"2322","4072",606,15,46,1259,13,"R",1259,1926,0.65,0.31,0.01,0.02,0.65,0.01
"2323","4073",1211,22,66,697,6,"D",1211,1996,0.61,0.61,0.01,0.03,0.35,0
"2324","4074",1743,29,97,800,8,"D",1743,2669,0.65,0.65,0.01,0.04,0.3,0
"2325","4075",619,9,18,123,3,"D",619,769,0.8,0.8,0.01,0.02,0.16,0
"2326","4076",1866,26,68,609,16,"D",1866,2569,0.73,0.73,0.01,0.03,0.24,0.01
"2327","4077",1341,18,61,619,12,"D",1341,2039,0.66,0.66,0.01,0.03,0.3,0.01
"2328","4078",800,25,51,696,5,"D",800,1572,0.51,0.51,0.02,0.03,0.44,0
"2329","4079",2455,27,138,1225,9,"D",2455,3845,0.64,0.64,0.01,0.04,0.32,0
"2330","4080",1332,27,72,855,10,"D",1332,2286,0.58,0.58,0.01,0.03,0.37,0
"2331","4081",1258,17,49,349,18,"D",1258,1673,0.75,0.75,0.01,0.03,0.21,0.01
"2332","4082",2074,36,127,2253,28,"R",2253,4490,0.5,0.46,0.01,0.03,0.5,0.01
"2333","4083",394,8,16,96,0,"D",394,514,0.77,0.77,0.02,0.03,0.19,0
"2334","4084",906,10,40,595,9,"D",906,1551,0.58,0.58,0.01,0.03,0.38,0.01
"2335","4085",392,3,13,72,0,"D",392,480,0.82,0.82,0.01,0.03,0.15,0
"2336","4086",2595,29,133,1852,24,"D",2595,4609,0.56,0.56,0.01,0.03,0.4,0.01
"2337","4087",724,8,26,375,10,"D",724,1133,0.64,0.64,0.01,0.02,0.33,0.01
"2338","4087A",350,4,6,73,0,"D",350,433,0.81,0.81,0.01,0.01,0.17,0
"2339","4088",1413,28,67,672,22,"D",1413,2180,0.65,0.65,0.01,0.03,0.31,0.01
"2340","4089",770,16,64,749,34,"D",770,1599,0.48,0.48,0.01,0.04,0.47,0.02
"2341","4090",598,13,48,589,19,"D",598,1248,0.48,0.48,0.01,0.04,0.47,0.02
"2342","4091",774,26,82,1184,11,"R",1184,2066,0.57,0.37,0.01,0.04,0.57,0.01
"2343","4092",815,17,47,633,12,"D",815,1512,0.54,0.54,0.01,0.03,0.42,0.01
"2344","4093",1356,15,70,828,20,"D",1356,2269,0.6,0.6,0.01,0.03,0.36,0.01
"2345","4094",677,16,42,597,13,"D",677,1332,0.51,0.51,0.01,0.03,0.45,0.01
"2346","4095",439,7,46,488,8,"R",488,980,0.5,0.45,0.01,0.05,0.5,0.01
"2347","4096",1144,36,63,608,21,"D",1144,1851,0.62,0.62,0.02,0.03,0.33,0.01
"2348","4097",834,12,62,559,20,"D",834,1467,0.57,0.57,0.01,0.04,0.38,0.01
"2349","4097A",374,8,23,144,0,"D",374,549,0.68,0.68,0.01,0.04,0.26,0
"2350","4098",484,12,46,468,11,"D",484,1010,0.48,0.48,0.01,0.05,0.46,0.01
"2351","4099",724,10,48,629,5,"D",724,1411,0.51,0.51,0.01,0.03,0.45,0
"2352","4100",715,8,87,2030,27,"R",2030,2840,0.71,0.25,0,0.03,0.71,0.01
"2353","4101",592,13,21,565,3,"D",592,1191,0.5,0.5,0.01,0.02,0.47,0
"2354","4102",1474,23,63,995,15,"D",1474,2555,0.58,0.58,0.01,0.02,0.39,0.01
"2355","4103",63,1,5,16,0,"D",63,85,0.74,0.74,0.01,0.06,0.19,0
"2356","4104",514,12,54,487,5,"D",514,1067,0.48,0.48,0.01,0.05,0.46,0
"2357","4105",907,21,64,1100,16,"R",1100,2092,0.53,0.43,0.01,0.03,0.53,0.01
"2358","4106",197,4,13,103,2,"D",197,317,0.62,0.62,0.01,0.04,0.32,0.01
"2359","4107",1304,13,59,1286,15,"D",1304,2662,0.49,0.49,0,0.02,0.48,0.01
"2360","4108",920,32,83,882,19,"D",920,1917,0.48,0.48,0.02,0.04,0.46,0.01
"2361","4109",76,3,3,24,0,"D",76,106,0.72,0.72,0.03,0.03,0.23,0
"2362","4110",2142,36,93,1062,16,"D",2142,3333,0.64,0.64,0.01,0.03,0.32,0
"2363","4111",630,13,34,506,7,"D",630,1183,0.53,0.53,0.01,0.03,0.43,0.01
"2364","4112",208,5,14,410,2,"R",410,637,0.64,0.33,0.01,0.02,0.64,0
"2365","4113",1135,15,53,371,1,"D",1135,1574,0.72,0.72,0.01,0.03,0.24,0
"2366","4114",618,8,16,109,0,"D",618,751,0.82,0.82,0.01,0.02,0.15,0
"2367","4115",247,5,26,499,3,"R",499,777,0.64,0.32,0.01,0.03,0.64,0
"2368","4116",617,9,69,759,11,"R",759,1454,0.52,0.42,0.01,0.05,0.52,0.01
"2369","4117",1620,23,89,1227,39,"D",1620,2959,0.55,0.55,0.01,0.03,0.41,0.01
"2370","4118",408,6,38,403,4,"D",408,855,0.48,0.48,0.01,0.04,0.47,0
"2371","4119",1075,17,98,1399,15,"R",1399,2589,0.54,0.42,0.01,0.04,0.54,0.01
"2372","4120",301,3,3,46,0,"D",301,353,0.85,0.85,0.01,0.01,0.13,0
"2373","4121",806,15,67,1172,11,"R",1172,2060,0.57,0.39,0.01,0.03,0.57,0.01
"2374","4122",555,2,12,141,1,"D",555,710,0.78,0.78,0,0.02,0.2,0
"2375","4123",578,6,21,160,1,"D",578,765,0.76,0.76,0.01,0.03,0.21,0
"2376","4124",2524,43,112,1396,32,"D",2524,4075,0.62,0.62,0.01,0.03,0.34,0.01
"2377","4125",1687,19,60,984,2,"D",1687,2750,0.61,0.61,0.01,0.02,0.36,0
"2378","4126",2552,36,93,1566,25,"D",2552,4247,0.6,0.6,0.01,0.02,0.37,0.01
"2379","4127",1094,20,51,765,13,"D",1094,1930,0.57,0.57,0.01,0.03,0.4,0.01
"2380","4128",496,12,55,1053,6,"R",1053,1616,0.65,0.31,0.01,0.03,0.65,0
"2381","4129",1893,25,130,1953,30,"R",1953,4001,0.49,0.47,0.01,0.03,0.49,0.01
"2382","4130",827,16,96,1198,22,"R",1198,2137,0.56,0.39,0.01,0.04,0.56,0.01
"2383","4131",662,21,34,769,14,"R",769,1486,0.52,0.45,0.01,0.02,0.52,0.01
"2384","4132",1821,32,119,1162,53,"D",1821,3134,0.58,0.58,0.01,0.04,0.37,0.02
"2385","4133",2,0,0,15,0,"R",15,17,0.88,0.12,0,0,0.88,0
"2386","4134",2,0,1,2,0,"D",2,5,0.4,0.4,0,0.2,0.4,0
"2387","4135",3576,51,146,2382,27,"D",3576,6155,0.58,0.58,0.01,0.02,0.39,0
"2388","4136",594,16,54,753,14,"R",753,1417,0.53,0.42,0.01,0.04,0.53,0.01
"2389","4137",374,9,41,591,7,"R",591,1015,0.58,0.37,0.01,0.04,0.58,0.01
"2390","4138",168,5,7,216,1,"R",216,396,0.55,0.42,0.01,0.02,0.55,0
"2391","4139",0,0,0,2,0,"R",2,2,1,0,0,0,1,0
"2392","4140",920,16,70,1085,16,"R",1085,2091,0.52,0.44,0.01,0.03,0.52,0.01
"2393","4141",731,10,78,891,6,"R",891,1710,0.52,0.43,0.01,0.05,0.52,0
"2394","4142",248,3,1,35,1,"D",248,287,0.86,0.86,0.01,0,0.12,0
"2395","4143",1184,17,59,446,16,"D",1184,1706,0.69,0.69,0.01,0.03,0.26,0.01
"2396","4144",413,10,47,826,11,"R",826,1296,0.64,0.32,0.01,0.04,0.64,0.01
"2397","4145",2,0,0,4,0,"R",4,6,0.67,0.33,0,0,0.67,0
"2398","4146",15,0,0,10,0,"D",15,25,0.6,0.6,0,0,0.4,0
"2399","4147",1272,10,39,617,4,"D",1272,1938,0.66,0.66,0.01,0.02,0.32,0
"2400","4148",55,0,5,40,0,"D",55,100,0.55,0.55,0,0.05,0.4,0
"2401","4149",116,5,5,63,4,"D",116,189,0.61,0.61,0.03,0.03,0.33,0.02
"2402","4150",541,14,35,276,9,"D",541,866,0.62,0.62,0.02,0.04,0.32,0.01
"2403","4151",57,3,8,237,3,"R",237,305,0.78,0.19,0.01,0.03,0.78,0.01
"2404","4152",547,14,39,423,12,"D",547,1023,0.53,0.53,0.01,0.04,0.41,0.01
"2405","4153",11,0,0,0,0,"D",11,11,1,1,0,0,0,0
"2406","4154",201,3,18,155,5,"D",201,377,0.53,0.53,0.01,0.05,0.41,0.01
"2407","4155",1740,44,81,557,55,"D",1740,2422,0.72,0.72,0.02,0.03,0.23,0.02
"2408","4156",352,5,12,129,3,"D",352,498,0.71,0.71,0.01,0.02,0.26,0.01
"2409","4157",664,19,25,145,11,"D",664,853,0.78,0.78,0.02,0.03,0.17,0.01
"2410","4158",124,2,12,91,5,"D",124,229,0.54,0.54,0.01,0.05,0.4,0.02
"2411","4159",347,7,33,490,3,"R",490,877,0.56,0.4,0.01,0.04,0.56,0
"2412","4160",546,11,35,229,12,"D",546,821,0.67,0.67,0.01,0.04,0.28,0.01
"2413","4161",214,3,8,41,1,"D",214,266,0.8,0.8,0.01,0.03,0.15,0
"2414","4162",693,20,55,699,24,"R",699,1467,0.48,0.47,0.01,0.04,0.48,0.02
"2415","4163",1146,16,79,789,31,"D",1146,2030,0.56,0.56,0.01,0.04,0.39,0.02
"2416","4164",526,19,73,873,25,"R",873,1491,0.59,0.35,0.01,0.05,0.59,0.02
"2417","4165",21,1,1,50,0,"R",50,73,0.68,0.29,0.01,0.01,0.68,0
"2418","4166",100,1,3,47,0,"D",100,151,0.66,0.66,0.01,0.02,0.31,0
"2419","4167",11,1,0,8,0,"D",11,20,0.55,0.55,0.05,0,0.4,0
"2420","4168",764,16,34,381,12,"D",764,1195,0.64,0.64,0.01,0.03,0.32,0.01
"2421","4169",90,1,7,133,3,"R",133,231,0.58,0.39,0,0.03,0.58,0.01
"2422","4170",127,4,8,94,0,"D",127,233,0.55,0.55,0.02,0.03,0.4,0
"2423","4171",325,7,32,405,12,"R",405,769,0.53,0.42,0.01,0.04,0.53,0.02
"2424","4172",349,14,35,308,5,"D",349,706,0.49,0.49,0.02,0.05,0.44,0.01
"2425","4173",445,9,33,503,18,"R",503,990,0.51,0.45,0.01,0.03,0.51,0.02
"2426","4174",378,10,30,289,7,"D",378,707,0.53,0.53,0.01,0.04,0.41,0.01
"2427","4175",1,0,0,1,0,"D",1,2,0.5,0.5,0,0,0.5,0
"2428","4176",248,9,15,332,6,"R",332,604,0.55,0.41,0.01,0.02,0.55,0.01
"2429","4177",14,0,0,0,2,"D",14,14,1,1,0,0,0,0.14
"2430","4178",742,14,93,1151,21,"R",1151,2000,0.58,0.37,0.01,0.05,0.58,0.01
"2431","4179",1139,29,113,1169,35,"R",1169,2450,0.48,0.46,0.01,0.05,0.48,0.01
"2432","4182",847,18,106,1141,24,"R",1141,2112,0.54,0.4,0.01,0.05,0.54,0.01
"2433","4183",42,2,4,8,2,"D",42,56,0.75,0.75,0.04,0.07,0.14,0.04
"2434","4184",10,1,0,2,1,"D",10,13,0.77,0.77,0.08,0,0.15,0.08
"2435","4185",0,0,0,1,0,"R",1,1,1,0,0,0,1,0
"2436","4186",36,3,2,11,3,"D",36,52,0.69,0.69,0.06,0.04,0.21,0.06
"2437","4187",1,0,0,0,0,"D",1,1,1,1,0,0,0,0
"2438","4188",2,0,0,0,0,"D",2,2,1,1,0,0,0,0
"2439","4189",491,4,28,257,8,"D",491,780,0.63,0.63,0.01,0.04,0.33,0.01
"2440","4190",1,0,0,1,0,"D",1,2,0.5,0.5,0,0,0.5,0
"2441","4191",216,3,27,496,5,"R",496,742,0.67,0.29,0,0.04,0.67,0.01
"2442","4193",17,0,0,7,1,"D",17,24,0.71,0.71,0,0,0.29,0.04
"2443","4194",188,2,16,178,7,"D",188,384,0.49,0.49,0.01,0.04,0.46,0.02
"2444","4195",439,8,12,97,0,"D",439,556,0.79,0.79,0.01,0.02,0.17,0
"2445","4198",559,11,33,274,11,"D",559,877,0.64,0.64,0.01,0.04,0.31,0.01
"2446","4199",275,9,28,219,15,"D",275,531,0.52,0.52,0.02,0.05,0.41,0.03
"2447","4200",780,15,28,384,4,"D",780,1207,0.65,0.65,0.01,0.02,0.32,0
"2448","4201",443,2,9,90,2,"D",443,544,0.81,0.81,0,0.02,0.17,0
"2449","4202",352,6,20,402,3,"R",402,780,0.52,0.45,0.01,0.03,0.52,0
"2450","4203",636,15,34,400,11,"D",636,1085,0.59,0.59,0.01,0.03,0.37,0.01
"2451","4204",716,16,59,1123,17,"R",1123,1914,0.59,0.37,0.01,0.03,0.59,0.01
"2452","4205",36,1,2,29,2,"D",36,68,0.53,0.53,0.01,0.03,0.43,0.03
"2453","4206",146,2,12,108,6,"D",146,268,0.54,0.54,0.01,0.04,0.4,0.02
"2454","4207",0,1,2,18,0,"R",18,21,0.86,0,0.05,0.1,0.86,0
"2455","4209",8,0,0,23,0,"R",23,31,0.74,0.26,0,0,0.74,0
"2456","4210",7,0,0,4,0,"D",7,11,0.64,0.64,0,0,0.36,0
"2457","4211",22,0,1,2,0,"D",22,25,0.88,0.88,0,0.04,0.08,0
"2458","4212",0,0,0,2,0,"R",2,2,1,0,0,0,1,0
"2459","4214",3,0,0,0,0,"D",3,3,1,1,0,0,0,0
"2460","4215",18,0,1,31,1,"R",31,50,0.62,0.36,0,0.02,0.62,0.02
"2461","4216",1,0,0,4,0,"R",4,5,0.8,0.2,0,0,0.8,0
"2462","4217",21,0,3,44,1,"R",44,68,0.65,0.31,0,0.04,0.65,0.01
"2463","4218",285,7,22,353,2,"R",353,667,0.53,0.43,0.01,0.03,0.53,0
"2464","4220",10,0,0,12,0,"R",12,22,0.55,0.45,0,0,0.55,0
"2465","4222",271,8,19,335,2,"R",335,633,0.53,0.43,0.01,0.03,0.53,0
"2466","4230",907,24,152,1323,39,"R",1323,2406,0.55,0.38,0.01,0.06,0.55,0.02
"2467","4231",521,11,12,116,0,"D",521,660,0.79,0.79,0.02,0.02,0.18,0
"2468","4232",927,29,99,1171,16,"R",1171,2226,0.53,0.42,0.01,0.04,0.53,0.01
"2469","4233",451,7,26,117,8,"D",451,601,0.75,0.75,0.01,0.04,0.19,0.01
"2470","4234",670,13,89,1353,25,"R",1353,2125,0.64,0.32,0.01,0.04,0.64,0.01
"2471","4239",18,0,1,49,0,"R",49,68,0.72,0.26,0,0.01,0.72,0
"2472","4242",91,3,17,279,4,"R",279,390,0.72,0.23,0.01,0.04,0.72,0.01
"2473","4243",273,5,30,410,5,"R",410,718,0.57,0.38,0.01,0.04,0.57,0.01
"2474","4245",49,1,0,12,0,"D",49,62,0.79,0.79,0.02,0,0.19,0
"2475","4250",659,19,74,953,17,"R",953,1705,0.56,0.39,0.01,0.04,0.56,0.01
"2476","4252",288,6,24,310,1,"R",310,628,0.49,0.46,0.01,0.04,0.49,0
"2477","4253",144,2,21,139,5,"D",144,306,0.47,0.47,0.01,0.07,0.45,0.02
"2478","4256",234,0,6,76,4,"D",234,316,0.74,0.74,0,0.02,0.24,0.01
"2479","4259",176,3,23,575,5,"R",575,777,0.74,0.23,0,0.03,0.74,0.01
"2480","4261",762,20,91,923,14,"R",923,1796,0.51,0.42,0.01,0.05,0.51,0.01
"2481","4272",123,5,18,240,3,"R",240,386,0.62,0.32,0.01,0.05,0.62,0.01
"2482","4276",498,8,61,835,20,"R",835,1402,0.6,0.36,0.01,0.04,0.6,0.01
"2483","4284",36,1,4,156,2,"R",156,197,0.79,0.18,0.01,0.02,0.79,0.01
"2484","4285",114,6,14,162,0,"R",162,296,0.55,0.39,0.02,0.05,0.55,0
"2485","4288",75,1,1,15,0,"D",75,92,0.82,0.82,0.01,0.01,0.16,0
"2486","4290",462,14,49,851,3,"R",851,1376,0.62,0.34,0.01,0.04,0.62,0
"2487","4300",533,11,24,155,0,"D",533,723,0.74,0.74,0.02,0.03,0.21,0
"2488","4312",20,0,2,8,2,"D",20,30,0.67,0.67,0,0.07,0.27,0.07
"2489","4328",312,8,31,451,3,"R",451,802,0.56,0.39,0.01,0.04,0.56,0
"2490","4338",700,16,62,1138,18,"R",1138,1916,0.59,0.37,0.01,0.03,0.59,0.01
"2491","4340",286,15,43,996,1,"R",996,1340,0.74,0.21,0.01,0.03,0.74,0
"2492","4342",565,8,61,871,16,"R",871,1505,0.58,0.38,0.01,0.04,0.58,0.01
"2493","4343",351,4,44,708,14,"R",708,1107,0.64,0.32,0,0.04,0.64,0.01
"2494","4344",372,4,20,544,5,"R",544,940,0.58,0.4,0,0.02,0.58,0.01
"2495","4350",483,10,57,394,23,"D",483,944,0.51,0.51,0.01,0.06,0.42,0.02
"2496","4362",0,0,0,4,0,"R",4,4,1,0,0,0,1,0
"2497","4369",678,15,98,1466,20,"R",1466,2257,0.65,0.3,0.01,0.04,0.65,0.01
"2498","4371",89,2,22,499,2,"R",499,612,0.82,0.15,0,0.04,0.82,0
"2499","4373",38,2,5,95,2,"R",95,140,0.68,0.27,0.01,0.04,0.68,0.01
"2500","4374",508,22,65,776,11,"R",776,1371,0.57,0.37,0.02,0.05,0.57,0.01
"2501","4375",412,11,58,1285,6,"R",1285,1766,0.73,0.23,0.01,0.03,0.73,0
"2502","4391",2,0,0,19,0,"R",19,21,0.9,0.1,0,0,0.9,0
"2503","4395",63,2,10,297,1,"R",297,372,0.8,0.17,0.01,0.03,0.8,0
"2504","4397",72,1,16,112,1,"R",112,201,0.56,0.36,0,0.08,0.56,0
"2505","4399",29,1,4,107,0,"R",107,141,0.76,0.21,0.01,0.03,0.76,0
"2506","4400",65,0,9,101,0,"R",101,175,0.58,0.37,0,0.05,0.58,0
"2507","4410",727,19,67,834,11,"R",834,1647,0.51,0.44,0.01,0.04,0.51,0.01
"2508","4429",286,5,55,543,4,"R",543,889,0.61,0.32,0.01,0.06,0.61,0
"2509","4432",14,0,0,2,0,"D",14,16,0.88,0.88,0,0,0.12,0
"2510","4452",966,18,85,1178,17,"R",1178,2247,0.52,0.43,0.01,0.04,0.52,0.01
"2511","4454",458,8,48,1006,8,"R",1006,1520,0.66,0.3,0.01,0.03,0.66,0.01
"2512","4456",254,5,35,470,13,"R",470,764,0.62,0.33,0.01,0.05,0.62,0.02
"2513","4458",0,0,0,3,0,"R",3,3,1,0,0,0,1,0
"2514","4475",22,0,1,6,0,"D",22,29,0.76,0.76,0,0.03,0.21,0
"2515","4480",134,4,25,440,6,"R",440,603,0.73,0.22,0.01,0.04,0.73,0.01
"2516","4483",12,1,4,12,0,"D",12,29,0.41,0.41,0.03,0.14,0.41,0
"2517","4485",102,0,6,106,1,"R",106,214,0.5,0.48,0,0.03,0.5,0
"2518","4492",249,10,31,203,9,"D",249,493,0.51,0.51,0.02,0.06,0.41,0.02
"2519","4493",161,4,18,237,2,"R",237,420,0.56,0.38,0.01,0.04,0.56,0
"2520","4494",0,0,0,8,0,"R",8,8,1,0,0,0,1,0
"2521","4495",53,0,1,24,0,"D",53,78,0.68,0.68,0,0.01,0.31,0
"2522","4496",263,4,17,131,6,"D",263,415,0.63,0.63,0.01,0.04,0.32,0.01
"2523","4497",765,15,58,447,3,"D",765,1285,0.6,0.6,0.01,0.05,0.35,0
"2524","4498",138,3,21,289,6,"R",289,451,0.64,0.31,0.01,0.05,0.64,0.01
"2525","4499",997,18,74,1149,13,"R",1149,2238,0.51,0.45,0.01,0.03,0.51,0.01
"2526","4500",852,6,45,540,0,"D",852,1443,0.59,0.59,0,0.03,0.37,0
"2527","4501",662,12,44,607,0,"D",662,1325,0.5,0.5,0.01,0.03,0.46,0
"2528","4502",1272,21,53,710,0,"D",1272,2056,0.62,0.62,0.01,0.03,0.35,0
"2529","4503",1794,27,84,780,3,"D",1794,2685,0.67,0.67,0.01,0.03,0.29,0
"2530","4504",416,4,16,312,0,"D",416,748,0.56,0.56,0.01,0.02,0.42,0
"2531","4505",615,15,32,486,0,"D",615,1148,0.54,0.54,0.01,0.03,0.42,0
"2532","4506",413,6,17,304,0,"D",413,740,0.56,0.56,0.01,0.02,0.41,0
"2533","4507",488,3,7,57,0,"D",488,555,0.88,0.88,0.01,0.01,0.1,0
"2534","4508",635,18,65,861,6,"R",861,1579,0.55,0.4,0.01,0.04,0.55,0
"2535","4509",351,3,19,456,0,"R",456,829,0.55,0.42,0,0.02,0.55,0
"2536","4510",593,12,18,330,0,"D",593,953,0.62,0.62,0.01,0.02,0.35,0
"2537","4511",477,14,27,384,0,"D",477,902,0.53,0.53,0.02,0.03,0.43,0
"2538","4512",354,7,22,342,0,"D",354,725,0.49,0.49,0.01,0.03,0.47,0
"2539","4513",739,16,38,385,0,"D",739,1178,0.63,0.63,0.01,0.03,0.33,0
"2540","4514",337,6,35,374,0,"R",374,752,0.5,0.45,0.01,0.05,0.5,0
"2541","4515",576,10,27,262,0,"D",576,875,0.66,0.66,0.01,0.03,0.3,0
"2542","4516",2,1,0,1,0,"D",2,4,0.5,0.5,0.25,0,0.25,0
"2543","4517",760,19,72,1148,0,"R",1148,1999,0.57,0.38,0.01,0.04,0.57,0
"2544","4518A",555,11,26,406,0,"D",555,998,0.56,0.56,0.01,0.03,0.41,0
"2545","4519",1069,21,56,801,0,"D",1069,1947,0.55,0.55,0.01,0.03,0.41,0
"2546","4520",297,5,11,143,0,"D",297,456,0.65,0.65,0.01,0.02,0.31,0
"2547","4521",1251,20,75,1086,0,"D",1251,2432,0.51,0.51,0.01,0.03,0.45,0
"2548","4522",1107,14,31,666,0,"D",1107,1818,0.61,0.61,0.01,0.02,0.37,0
"2549","4523",191,3,4,124,0,"D",191,322,0.59,0.59,0.01,0.01,0.39,0
"2550","4525",435,6,16,223,0,"D",435,680,0.64,0.64,0.01,0.02,0.33,0
